tic,time,open,high,low,close,volume,day
002193.SZ,2022-08-01,6.78,6.84,6.7,6.76,38894.0,0
002633.SZ,2022-08-01,10.31,10.64,10.02,10.5,82095.0,0
600243.SH,2022-08-01,4.76,4.93,4.73,4.8,240193.0,0
603825.SH,2022-08-01,16.68,16.97,16.44,16.82,33413.09,0
688365.SH,2022-08-01,9.45,9.58,9.28,9.53,14688.39,0
002193.SZ,2022-08-02,6.7,6.7,6.21,6.36,57851.98,1
002633.SZ,2022-08-02,10.35,10.4,9.84,9.94,54144.0,1
600243.SH,2022-08-02,4.77,4.77,4.53,4.61,221687.3,1
603825.SH,2022-08-02,16.66,16.66,15.5,15.83,53642.98,1
688365.SH,2022-08-02,9.59,9.59,8.85,8.96,28577.65,1
002193.SZ,2022-08-03,6.32,6.53,6.21,6.24,40298.0,2
002633.SZ,2022-08-03,10.02,10.36,9.95,10.0,41579.39,2
600243.SH,2022-08-03,4.68,5.07,4.65,4.8,691485.91,2
603825.SH,2022-08-03,15.7,16.1,15.5,15.54,42019.0,2
688365.SH,2022-08-03,8.93,9.42,8.93,9.21,25259.68,2
002193.SZ,2022-08-04,6.24,6.47,6.24,6.46,32634.0,3
002633.SZ,2022-08-04,9.93,10.27,9.93,10.2,29904.02,3
600243.SH,2022-08-04,4.7,4.91,4.6,4.9,542499.1,3
603825.SH,2022-08-04,15.61,16.2,15.6,16.04,41629.82,3
688365.SH,2022-08-04,9.17,9.44,9.17,9.43,20095.1,3
002193.SZ,2022-08-05,6.41,6.47,6.3,6.37,34351.11,4
002633.SZ,2022-08-05,10.34,10.34,9.93,10.11,32973.89,4
600243.SH,2022-08-05,4.85,4.87,4.61,4.75,383485.0,4
603825.SH,2022-08-05,16.17,16.65,16.04,16.62,55030.66,4
688365.SH,2022-08-05,9.57,10.03,9.48,10.0,44866.22,4
002193.SZ,2022-08-08,6.37,6.45,6.31,6.37,28210.0,0
002633.SZ,2022-08-08,10.18,10.4,9.95,10.26,25187.0,0
600243.SH,2022-08-08,4.73,5.05,4.69,4.93,455126.7,0
603825.SH,2022-08-08,16.57,16.59,16.27,16.35,38908.0,0
688365.SH,2022-08-08,10.13,10.14,9.82,10.01,23679.09,0
002193.SZ,2022-08-09,6.39,6.45,6.32,6.42,28500.0,1
002633.SZ,2022-08-09,10.35,10.87,10.15,10.76,50378.0,1
600243.SH,2022-08-09,4.9,4.97,4.83,4.95,289705.0,1
603825.SH,2022-08-09,16.37,16.4,16.04,16.22,28373.53,1
688365.SH,2022-08-09,10.02,10.02,9.8,9.92,16813.56,1
002193.SZ,2022-08-10,6.39,6.47,6.31,6.44,26897.0,2
002633.SZ,2022-08-10,10.56,10.85,10.52,10.85,36049.0,2
600243.SH,2022-08-10,4.92,5.03,4.84,5.01,340467.0,2
603825.SH,2022-08-10,16.25,16.29,16.0,16.14,26271.24,2
688365.SH,2022-08-10,9.94,10.09,9.89,9.99,23110.88,2
002193.SZ,2022-08-11,6.48,7.08,6.48,6.77,110465.0,3
002633.SZ,2022-08-11,10.95,11.0,10.67,10.8,28361.18,3
600243.SH,2022-08-11,4.96,4.97,4.87,4.89,294278.0,3
603825.SH,2022-08-11,16.24,17.28,16.21,17.27,99586.49,3
688365.SH,2022-08-11,10.07,10.22,10.0,10.08,26431.42,3
002193.SZ,2022-08-12,6.73,6.91,6.69,6.76,77693.01,4
002633.SZ,2022-08-12,10.85,11.68,10.8,11.38,52004.01,4
600243.SH,2022-08-12,4.89,4.96,4.79,4.87,240786.1,4
603825.SH,2022-08-12,17.22,17.55,17.0,17.13,71378.4,4
688365.SH,2022-08-12,10.12,10.18,9.89,9.9,22875.28,4
002193.SZ,2022-08-15,6.77,6.88,6.71,6.86,41583.77,0
002633.SZ,2022-08-15,11.23,12.09,11.23,11.74,64376.0,0
600243.SH,2022-08-15,4.84,4.94,4.79,4.89,186947.1,0
603825.SH,2022-08-15,17.19,17.19,16.8,17.04,37807.0,0
688365.SH,2022-08-15,10.0,10.0,9.78,9.87,15741.88,0
002193.SZ,2022-08-16,6.9,7.0,6.8,6.96,46210.67,1
002633.SZ,2022-08-16,11.57,12.0,11.56,11.88,39046.04,1
600243.SH,2022-08-16,4.85,5.05,4.85,5.04,325251.2,1
603825.SH,2022-08-16,17.04,17.12,16.75,16.83,48833.17,1
688365.SH,2022-08-16,9.93,10.02,9.83,9.97,17971.95,1
002193.SZ,2022-08-17,6.95,7.09,6.91,7.01,36876.23,2
002633.SZ,2022-08-17,11.9,12.16,11.79,11.81,35059.53,2
600243.SH,2022-08-17,5.05,5.05,4.91,4.94,211875.1,2
603825.SH,2022-08-17,16.89,17.04,16.77,16.92,57931.4,2
688365.SH,2022-08-17,10.02,10.08,9.9,9.95,13197.19,2
002193.SZ,2022-08-18,7.01,7.22,6.94,6.97,50195.01,3
002633.SZ,2022-08-18,11.87,12.05,11.74,11.83,23528.0,3
600243.SH,2022-08-18,4.91,4.98,4.85,4.9,135126.0,3
603825.SH,2022-08-18,16.88,16.88,16.12,16.31,92693.05,3
688365.SH,2022-08-18,10.0,10.44,9.81,10.15,44004.64,3
002193.SZ,2022-08-19,7.01,7.14,6.96,6.97,34107.01,4
002633.SZ,2022-08-19,11.78,11.89,11.54,11.58,23715.0,4
600243.SH,2022-08-19,4.9,4.92,4.69,4.73,219230.0,4
603825.SH,2022-08-19,16.44,17.94,16.4,17.47,328851.37,4
688365.SH,2022-08-19,10.15,10.43,10.04,10.07,34260.11,4
002193.SZ,2022-08-22,6.95,7.07,6.91,6.95,31187.68,0
002633.SZ,2022-08-22,11.61,11.75,11.4,11.49,17298.0,0
600243.SH,2022-08-22,4.74,4.77,4.7,4.73,107803.1,0
603825.SH,2022-08-22,17.22,18.34,17.0,18.18,334736.93,0
688365.SH,2022-08-22,10.11,10.14,9.75,9.83,23827.63,0
002193.SZ,2022-08-23,6.98,7.16,6.91,7.12,43750.1,1
002633.SZ,2022-08-23,11.75,11.75,11.08,11.26,30542.0,1
600243.SH,2022-08-23,4.69,4.78,4.65,4.71,109375.11,1
603825.SH,2022-08-23,17.79,18.03,17.53,17.98,187264.31,1
688365.SH,2022-08-23,9.72,10.11,9.71,10.0,27530.98,1
002193.SZ,2022-08-24,7.11,7.12,6.93,6.95,41906.36,2
002633.SZ,2022-08-24,11.3,11.4,10.83,10.91,25770.0,2
600243.SH,2022-08-24,4.7,4.72,4.5,4.5,158258.11,2
603825.SH,2022-08-24,17.8,18.78,17.68,18.41,256625.44,2
688365.SH,2022-08-24,10.05,10.08,9.5,9.55,30479.62,2
002193.SZ,2022-08-25,7.0,7.01,6.77,6.87,33148.0,3
002633.SZ,2022-08-25,10.95,11.08,10.38,10.55,28767.0,3
600243.SH,2022-08-25,4.51,4.54,4.35,4.43,123248.0,3
603825.SH,2022-08-25,18.58,18.89,17.5,18.35,167749.63,3
688365.SH,2022-08-25,9.59,9.67,9.16,9.25,24487.81,3
002193.SZ,2022-08-26,6.85,7.04,6.84,6.93,38675.0,4
002633.SZ,2022-08-26,10.65,10.78,10.0,10.26,21562.0,4
600243.SH,2022-08-26,4.46,4.47,4.29,4.32,104286.78,4
603825.SH,2022-08-26,18.0,18.1,17.6,17.64,99115.64,4
688365.SH,2022-08-26,9.3,9.35,8.96,8.98,20431.12,4
002193.SZ,2022-08-29,6.88,7.27,6.65,7.2,65860.15,0
002633.SZ,2022-08-29,10.06,10.44,10.01,10.19,24071.0,0
600243.SH,2022-08-29,4.26,4.42,4.24,4.4,80080.0,0
603825.SH,2022-08-29,17.17,17.38,16.48,16.97,100656.51,0
688365.SH,2022-08-29,8.84,9.0,8.71,8.88,18995.46,0
002193.SZ,2022-08-30,7.19,7.48,7.14,7.28,73109.36,1
002633.SZ,2022-08-30,10.2,10.4,10.12,10.21,19669.98,1
600243.SH,2022-08-30,4.42,4.46,4.34,4.37,77610.0,1
603825.SH,2022-08-30,17.01,17.45,16.91,17.1,66931.0,1
688365.SH,2022-08-30,8.88,9.16,8.86,9.11,28047.8,1
002193.SZ,2022-08-31,7.27,7.45,7.11,7.15,63683.0,2
002633.SZ,2022-08-31,10.22,10.38,9.76,9.8,23529.82,2
600243.SH,2022-08-31,4.34,4.42,4.2,4.22,101459.01,2
603825.SH,2022-08-31,16.63,17.39,16.33,16.53,88236.14,2
688365.SH,2022-08-31,9.0,9.09,8.62,8.66,29940.86,2
002193.SZ,2022-09-01,7.16,7.26,6.95,7.02,55270.0,3
002633.SZ,2022-09-01,9.86,10.13,9.71,9.79,22405.0,3
600243.SH,2022-09-01,4.25,4.28,4.2,4.22,65353.11,3
603825.SH,2022-09-01,16.5,16.63,15.74,15.85,82828.93,3
688365.SH,2022-09-01,8.7,8.83,8.48,8.52,22644.68,3
002193.SZ,2022-09-02,7.02,7.23,6.96,7.22,45587.0,4
002633.SZ,2022-09-02,9.78,10.0,9.66,9.93,14376.0,4
600243.SH,2022-09-02,4.21,4.29,4.21,4.29,63787.02,4
603825.SH,2022-09-02,15.79,17.35,15.75,16.9,125395.59,4
688365.SH,2022-09-02,8.53,8.89,8.48,8.83,28052.64,4
002193.SZ,2022-09-05,7.22,7.26,7.08,7.16,32423.0,0
002633.SZ,2022-09-05,10.02,10.07,9.67,9.79,14021.0,0
600243.SH,2022-09-05,4.29,4.35,4.27,4.33,73781.01,0
603825.SH,2022-09-05,17.4,17.55,16.79,17.23,103394.8,0
688365.SH,2022-09-05,8.86,9.0,8.71,8.77,21818.89,0
002193.SZ,2022-09-06,7.21,7.33,7.07,7.12,36687.07,1
002633.SZ,2022-09-06,9.79,9.85,9.63,9.7,18163.0,1
600243.SH,2022-09-06,4.33,4.39,4.28,4.37,71826.0,1
603825.SH,2022-09-06,17.33,17.94,16.9,17.67,110983.69,1
688365.SH,2022-09-06,8.77,8.82,8.62,8.71,18571.26,1
002193.SZ,2022-09-07,7.11,7.18,7.02,7.13,30875.81,2
002633.SZ,2022-09-07,9.7,9.86,9.64,9.82,17746.0,2
600243.SH,2022-09-07,4.43,4.5,4.34,4.39,125513.32,2
603825.SH,2022-09-07,17.6,17.87,17.32,17.5,91398.68,2
688365.SH,2022-09-07,8.77,8.79,8.51,8.58,17212.28,2
002193.SZ,2022-09-08,7.12,7.12,6.95,7.05,33007.0,3
002633.SZ,2022-09-08,9.85,10.13,9.74,10.13,26134.0,3
600243.SH,2022-09-08,4.39,4.39,4.32,4.35,75232.01,3
603825.SH,2022-09-08,17.55,17.65,16.9,16.93,88642.95,3
688365.SH,2022-09-08,8.56,8.67,8.42,8.45,19245.45,3
002193.SZ,2022-09-09,7.04,7.07,6.88,6.9,33711.25,4
002633.SZ,2022-09-09,10.2,10.2,9.51,9.67,41548.37,4
600243.SH,2022-09-09,4.35,4.38,4.29,4.37,60187.0,4
603825.SH,2022-09-09,17.17,17.2,16.37,16.49,73528.09,4
688365.SH,2022-09-09,8.55,8.55,8.33,8.41,12753.69,4
002193.SZ,2022-09-13,6.92,7.05,6.86,6.94,23156.0,1
002633.SZ,2022-09-13,9.74,10.02,9.43,10.0,29976.0,1
600243.SH,2022-09-13,4.37,4.43,4.32,4.33,56569.0,1
603825.SH,2022-09-13,16.62,17.08,16.31,16.4,64997.59,1
688365.SH,2022-09-13,8.39,8.59,8.39,8.44,13911.5,1
002193.SZ,2022-09-14,6.87,6.95,6.75,6.85,28210.0,2
002633.SZ,2022-09-14,9.94,10.45,9.74,10.15,37940.0,2
600243.SH,2022-09-14,4.3,4.33,4.25,4.29,64424.0,2
603825.SH,2022-09-14,16.09,16.22,15.85,16.12,59129.26,2
688365.SH,2022-09-14,8.4,8.49,8.18,8.47,17765.95,2
002193.SZ,2022-09-15,6.91,6.91,6.7,6.79,35153.0,3
002633.SZ,2022-09-15,10.28,10.28,9.68,9.74,23230.01,3
600243.SH,2022-09-15,4.3,4.32,4.11,4.17,87851.0,3
603825.SH,2022-09-15,16.12,16.21,15.38,15.8,68114.62,3
688365.SH,2022-09-15,8.48,8.49,8.17,8.28,15460.12,3
002193.SZ,2022-09-16,6.77,6.84,6.56,6.58,27838.0,4
002633.SZ,2022-09-16,9.76,9.84,9.52,9.52,16417.0,4
600243.SH,2022-09-16,4.17,4.17,4.06,4.08,71781.15,4
603825.SH,2022-09-16,15.74,16.15,15.6,15.62,52467.4,4
688365.SH,2022-09-16,8.26,8.39,8.1,8.1,19274.88,4
002193.SZ,2022-09-19,6.62,6.62,6.28,6.31,34441.0,0
002633.SZ,2022-09-19,9.45,9.51,9.03,9.16,16016.8,0
600243.SH,2022-09-19,4.09,4.21,4.03,4.07,83854.0,0
603825.SH,2022-09-19,15.6,15.73,15.01,15.14,45853.11,0
688365.SH,2022-09-19,8.12,8.12,7.78,7.85,17020.1,0
002193.SZ,2022-09-20,6.38,6.61,6.35,6.55,43251.0,1
002633.SZ,2022-09-20,9.16,10.08,9.16,10.08,21839.0,1
600243.SH,2022-09-20,4.02,4.28,4.02,4.18,109648.0,1
603825.SH,2022-09-20,15.14,15.4,15.14,15.27,23763.68,1
688365.SH,2022-09-20,7.91,8.04,7.82,7.87,13030.57,1
002193.SZ,2022-09-21,6.5,6.78,6.41,6.7,40621.0,2
002633.SZ,2022-09-21,11.08,11.09,10.76,11.09,57978.0,2
600243.SH,2022-09-21,4.17,4.23,4.09,4.17,73502.01,2
603825.SH,2022-09-21,15.27,15.47,14.73,15.4,32240.0,2
688365.SH,2022-09-21,7.83,8.05,7.63,8.01,20007.61,2
002193.SZ,2022-09-22,6.72,6.83,6.65,6.71,24496.0,3
002633.SZ,2022-09-22,11.62,11.87,10.5,11.18,173844.26,3
600243.SH,2022-09-22,4.17,4.24,4.14,4.17,52867.0,3
603825.SH,2022-09-22,15.21,15.55,15.1,15.13,24216.0,3
688365.SH,2022-09-22,7.95,8.15,7.88,8.03,12413.67,3
002193.SZ,2022-09-23,6.74,6.74,6.45,6.46,29875.0,4
002633.SZ,2022-09-23,10.57,10.82,10.11,10.45,118421.8,4
600243.SH,2022-09-23,4.14,4.19,4.04,4.07,66728.0,4
603825.SH,2022-09-23,15.13,15.25,14.41,14.53,39353.26,4
688365.SH,2022-09-23,8.07,8.07,7.8,7.82,14397.25,4
002193.SZ,2022-09-26,6.51,6.55,6.27,6.35,37936.76,0
002633.SZ,2022-09-26,10.2,10.45,10.09,10.44,91347.87,0
600243.SH,2022-09-26,4.05,4.07,3.94,3.96,73590.1,0
603825.SH,2022-09-26,14.35,14.37,13.96,14.09,44434.99,0
688365.SH,2022-09-26,7.76,7.82,7.6,7.63,17498.19,0
002193.SZ,2022-09-27,6.35,6.58,6.35,6.58,38285.9,1
002633.SZ,2022-09-27,10.33,10.37,9.4,9.72,95217.42,1
600243.SH,2022-09-27,3.95,4.07,3.95,4.05,58122.01,1
603825.SH,2022-09-27,14.0,14.45,13.98,14.45,31870.78,1
688365.SH,2022-09-27,7.61,7.91,7.61,7.84,10920.34,1
002193.SZ,2022-09-28,6.57,6.79,6.51,6.6,44076.61,2
002633.SZ,2022-09-28,9.67,9.67,9.08,9.16,61204.7,2
600243.SH,2022-09-28,4.06,4.06,3.9,3.9,60944.71,2
603825.SH,2022-09-28,14.3,14.39,13.82,13.87,30124.17,2
688365.SH,2022-09-28,7.83,7.86,7.65,7.7,10615.29,2
002193.SZ,2022-09-29,6.65,6.71,6.38,6.41,39490.0,3
002633.SZ,2022-09-29,9.16,9.37,8.93,8.95,45320.1,3
600243.SH,2022-09-29,3.98,3.99,3.83,3.86,56427.75,3
603825.SH,2022-09-29,14.06,14.13,13.67,13.8,24157.0,3
688365.SH,2022-09-29,7.66,7.81,7.49,7.49,14359.38,3
002193.SZ,2022-09-30,6.39,6.51,6.15,6.17,30415.0,4
002633.SZ,2022-09-30,9.01,9.01,8.7,8.73,34961.35,4
600243.SH,2022-09-30,3.86,3.88,3.79,3.81,40354.75,4
603825.SH,2022-09-30,13.83,15.18,13.8,15.18,89865.96,4
688365.SH,2022-09-30,7.48,7.59,7.39,7.39,9201.2,4
002193.SZ,2022-10-10,6.19,6.42,6.17,6.24,40153.0,0
002633.SZ,2022-10-10,8.74,8.86,8.3,8.37,23213.0,0
600243.SH,2022-10-10,3.83,3.84,3.7,3.74,39867.7,0
603825.SH,2022-10-10,15.18,15.27,14.57,15.18,83634.77,0
688365.SH,2022-10-10,7.49,7.49,7.22,7.25,11541.02,0
002193.SZ,2022-10-11,6.32,6.32,6.04,6.23,29060.21,1
002633.SZ,2022-10-11,8.36,8.52,8.3,8.44,15045.04,1
600243.SH,2022-10-11,3.71,3.78,3.63,3.75,45657.0,1
603825.SH,2022-10-11,14.98,15.32,14.84,15.26,51627.18,1
688365.SH,2022-10-11,7.25,7.38,7.15,7.3,13086.2,1
002193.SZ,2022-10-12,6.23,6.46,6.09,6.43,44264.77,2
002633.SZ,2022-10-12,8.48,8.75,8.38,8.74,18669.0,2
600243.SH,2022-10-12,3.79,3.87,3.7,3.87,51074.0,2
603825.SH,2022-10-12,15.1,15.65,15.0,15.65,71566.13,2
688365.SH,2022-10-12,7.7,7.7,7.23,7.67,21349.73,2
002193.SZ,2022-10-13,6.43,6.44,6.2,6.39,30854.89,3
002633.SZ,2022-10-13,8.74,8.92,8.62,8.83,18729.0,3
600243.SH,2022-10-13,3.85,3.92,3.83,3.86,80774.5,3
603825.SH,2022-10-13,15.6,16.0,15.39,15.42,77142.94,3
688365.SH,2022-10-13,7.66,8.12,7.6,7.98,30632.27,3
002193.SZ,2022-10-14,6.46,6.72,6.44,6.65,41659.89,4
002633.SZ,2022-10-14,8.83,9.0,8.83,8.92,13308.32,4
600243.SH,2022-10-14,3.87,4.01,3.87,3.97,81011.25,4
603825.SH,2022-10-14,15.45,15.8,15.24,15.3,87482.64,4
688365.SH,2022-10-14,8.12,8.26,8.01,8.15,18660.75,4
002193.SZ,2022-10-17,6.65,6.8,6.5,6.79,41403.52,0
002633.SZ,2022-10-17,8.82,9.29,8.82,9.24,18880.0,0
600243.SH,2022-10-17,3.96,4.29,3.93,4.26,228395.0,0
603825.SH,2022-10-17,15.31,15.83,15.29,15.6,82986.71,0
688365.SH,2022-10-17,8.16,8.6,8.07,8.56,24502.49,0
002193.SZ,2022-10-18,6.83,6.92,6.71,6.8,40745.87,1
002633.SZ,2022-10-18,9.25,9.45,9.17,9.28,18122.0,1
600243.SH,2022-10-18,4.23,4.29,4.13,4.15,138111.5,1
603825.SH,2022-10-18,15.64,15.7,15.31,15.42,48655.24,1
688365.SH,2022-10-18,8.54,8.59,8.3,8.34,21997.14,1
002193.SZ,2022-10-19,6.81,6.89,6.6,6.87,35814.0,2
002633.SZ,2022-10-19,9.24,9.46,9.16,9.35,15287.0,2
600243.SH,2022-10-19,4.13,4.29,4.09,4.14,116530.0,2
603825.SH,2022-10-19,15.35,15.41,14.95,15.13,50384.0,2
688365.SH,2022-10-19,8.46,8.46,8.2,8.33,12964.95,2
002193.SZ,2022-10-20,6.81,7.0,6.74,6.78,32851.0,3
002633.SZ,2022-10-20,9.3,9.44,9.23,9.33,17975.0,3
600243.SH,2022-10-20,4.12,4.18,4.08,4.12,72889.17,3
603825.SH,2022-10-20,15.11,15.5,15.0,15.25,57896.0,3
688365.SH,2022-10-20,8.33,8.61,8.21,8.44,20542.68,3
002193.SZ,2022-10-21,6.79,6.98,6.77,6.86,37605.61,4
002633.SZ,2022-10-21,9.38,9.71,9.32,9.6,22632.0,4
600243.SH,2022-10-21,4.12,4.24,4.11,4.15,117339.75,4
603825.SH,2022-10-21,15.24,15.31,14.8,14.9,47273.82,4
688365.SH,2022-10-21,8.55,8.57,8.31,8.47,11446.29,4
002193.SZ,2022-10-24,6.86,6.88,6.56,6.59,39452.0,0
002633.SZ,2022-10-24,9.66,9.73,9.35,9.37,19087.0,0
600243.SH,2022-10-24,4.15,4.3,4.11,4.13,117631.0,0
603825.SH,2022-10-24,14.82,15.21,14.16,14.21,69700.0,0
688365.SH,2022-10-24,8.43,8.67,8.33,8.43,17467.61,0
002193.SZ,2022-10-25,6.53,6.62,6.35,6.45,38230.0,1
002633.SZ,2022-10-25,9.37,9.47,9.16,9.25,14018.0,1
600243.SH,2022-10-25,4.1,4.31,4.08,4.26,186247.0,1
603825.SH,2022-10-25,14.15,14.35,13.93,14.27,38140.8,1
688365.SH,2022-10-25,8.43,8.48,8.12,8.25,15360.67,1
002193.SZ,2022-10-26,6.46,6.66,6.46,6.5,39753.0,2
002633.SZ,2022-10-26,9.32,9.6,9.25,9.53,16022.0,2
600243.SH,2022-10-26,4.26,4.3,4.12,4.27,165869.0,2
603825.SH,2022-10-26,14.25,14.9,14.19,14.53,61070.43,2
688365.SH,2022-10-26,8.25,8.87,8.25,8.72,31222.1,2
002193.SZ,2022-10-27,6.18,6.25,5.9,5.94,123724.0,3
002633.SZ,2022-10-27,9.62,9.77,9.43,9.44,20702.0,3
600243.SH,2022-10-27,4.2,4.37,4.12,4.12,159056.0,3
603825.SH,2022-10-27,14.5,14.8,14.38,14.41,49028.79,3
688365.SH,2022-10-27,8.77,8.94,8.72,8.76,20558.95,3
002193.SZ,2022-10-28,5.96,5.97,5.51,5.54,94809.0,4
002633.SZ,2022-10-28,9.44,9.48,9.0,9.04,20179.0,4
600243.SH,2022-10-28,4.09,4.19,3.96,3.96,125653.1,4
603825.SH,2022-10-28,14.41,14.42,13.35,13.48,81391.0,4
688365.SH,2022-10-28,8.9,8.9,8.38,8.42,27086.61,4
002193.SZ,2022-10-31,5.51,5.63,5.5,5.63,56375.0,0
002633.SZ,2022-10-31,9.21,9.35,9.09,9.26,14347.0,0
600243.SH,2022-10-31,3.99,4.09,3.98,4.0,96644.17,0
603825.SH,2022-10-31,13.4,14.12,13.2,13.88,66684.0,0
688365.SH,2022-10-31,8.43,9.13,8.43,9.05,33320.25,0
002193.SZ,2022-11-01,5.65,5.73,5.57,5.7,60704.86,1
002633.SZ,2022-11-01,9.37,9.57,9.26,9.56,12936.0,1
600243.SH,2022-11-01,4.03,4.14,3.99,4.07,67674.0,1
603825.SH,2022-11-01,13.99,14.05,13.76,14.05,61691.0,1
688365.SH,2022-11-01,8.99,9.01,8.81,8.97,23578.9,1
002193.SZ,2022-11-02,5.7,5.76,5.66,5.71,47794.0,2
002633.SZ,2022-11-02,9.75,9.75,9.43,9.51,12668.0,2
600243.SH,2022-11-02,4.06,4.15,4.03,4.15,80400.0,2
603825.SH,2022-11-02,14.66,14.91,14.36,14.37,154886.2,2
688365.SH,2022-11-02,9.04,9.11,8.78,9.02,31359.16,2
002193.SZ,2022-11-03,5.68,5.83,5.63,5.72,56538.77,3
002633.SZ,2022-11-03,9.45,9.65,9.4,9.5,12652.01,3
600243.SH,2022-11-03,4.12,4.21,4.09,4.17,94177.0,3
603825.SH,2022-11-03,14.15,14.36,13.68,13.87,116260.84,3
688365.SH,2022-11-03,8.99,9.12,8.82,8.98,23261.33,3
002193.SZ,2022-11-04,5.73,5.87,5.69,5.84,53764.78,4
002633.SZ,2022-11-04,9.45,9.7,9.16,9.6,12873.0,4
600243.SH,2022-11-04,4.15,4.29,4.15,4.22,116380.0,4
603825.SH,2022-11-04,13.98,15.0,13.88,14.78,148759.57,4
688365.SH,2022-11-04,9.03,9.08,8.88,9.0,18573.32,4
002193.SZ,2022-11-07,5.82,5.98,5.78,5.96,61705.07,0
002633.SZ,2022-11-07,9.56,9.74,9.51,9.71,16867.0,0
600243.SH,2022-11-07,4.23,4.28,4.19,4.23,108817.0,0
603825.SH,2022-11-07,14.64,15.22,14.46,15.12,121582.38,0
688365.SH,2022-11-07,8.96,9.24,8.9,9.05,19435.19,0
002193.SZ,2022-11-08,6.01,6.04,5.91,6.02,40053.01,1
002633.SZ,2022-11-08,9.69,9.88,9.6,9.75,13944.0,1
600243.SH,2022-11-08,4.24,4.26,4.18,4.23,74585.0,1
603825.SH,2022-11-08,15.14,15.49,15.03,15.32,105019.37,1
688365.SH,2022-11-08,8.97,9.13,8.85,9.12,21546.5,1
002193.SZ,2022-11-09,6.02,6.08,6.0,6.04,26740.01,2
002633.SZ,2022-11-09,9.74,9.8,9.65,9.7,8931.0,2
600243.SH,2022-11-09,4.26,4.33,4.22,4.32,104023.71,2
603825.SH,2022-11-09,15.23,15.3,14.88,14.99,64893.26,2
688365.SH,2022-11-09,9.12,9.12,8.89,8.98,16745.57,2
002193.SZ,2022-11-10,6.01,6.19,5.96,6.05,38815.0,3
002633.SZ,2022-11-10,9.7,9.97,9.64,9.83,18332.0,3
600243.SH,2022-11-10,4.3,4.75,4.29,4.75,787954.84,3
603825.SH,2022-11-10,14.95,16.49,14.9,16.49,201014.19,3
688365.SH,2022-11-10,8.98,9.18,8.88,8.94,17585.16,3
002193.SZ,2022-11-11,6.15,6.34,6.04,6.29,99276.01,4
002633.SZ,2022-11-11,9.87,10.17,9.87,9.9,24712.0,4
600243.SH,2022-11-11,4.75,5.23,4.61,5.23,754382.52,4
603825.SH,2022-11-11,17.5,18.0,16.66,16.69,423534.41,4
688365.SH,2022-11-11,9.04,9.18,8.85,8.86,24479.79,4
002193.SZ,2022-11-14,6.21,6.48,6.18,6.44,78090.0,0
002633.SZ,2022-11-14,9.9,10.07,9.75,9.92,16530.0,0
600243.SH,2022-11-14,5.4,5.5,4.71,4.76,1138522.3,0
603825.SH,2022-11-14,16.74,17.31,16.6,17.2,247753.07,0
688365.SH,2022-11-14,9.0,9.01,8.79,8.97,14406.71,0
002193.SZ,2022-11-15,6.42,6.6,6.32,6.41,69814.0,1
002633.SZ,2022-11-15,9.93,10.25,9.89,10.08,15461.0,1
600243.SH,2022-11-15,4.61,4.88,4.58,4.81,694572.78,1
603825.SH,2022-11-15,16.58,16.99,16.49,16.7,182323.62,1
688365.SH,2022-11-15,9.02,9.24,8.93,9.1,29567.81,1
002193.SZ,2022-11-16,6.39,6.64,6.39,6.61,60074.01,2
002633.SZ,2022-11-16,10.15,10.25,10.0,10.04,21525.0,2
600243.SH,2022-11-16,4.72,4.77,4.6,4.61,439900.01,2
603825.SH,2022-11-16,16.74,17.48,16.74,17.02,208115.56,2
688365.SH,2022-11-16,9.16,9.29,9.0,9.16,22201.52,2
002193.SZ,2022-11-17,6.64,7.27,6.58,7.27,202671.79,3
002633.SZ,2022-11-17,10.0,10.24,9.7,10.16,18688.04,3
600243.SH,2022-11-17,4.64,4.64,4.49,4.57,356658.96,3
603825.SH,2022-11-17,17.02,17.4,16.54,16.85,171843.8,3
688365.SH,2022-11-17,9.16,9.31,9.02,9.3,22368.64,3
002193.SZ,2022-11-18,7.74,7.74,6.62,6.78,395020.19,4
002633.SZ,2022-11-18,10.16,10.52,10.14,10.18,26739.0,4
600243.SH,2022-11-18,4.54,4.58,4.43,4.46,282635.46,4
603825.SH,2022-11-18,16.67,17.05,16.32,16.41,147154.61,4
688365.SH,2022-11-18,9.39,9.4,9.08,9.11,23205.59,4
002193.SZ,2022-11-21,6.59,6.64,6.35,6.41,226632.83,0
002633.SZ,2022-11-21,10.15,10.42,10.15,10.29,23167.0,0
600243.SH,2022-11-21,4.46,4.57,4.38,4.56,299459.91,0
603825.SH,2022-11-21,16.42,16.71,15.81,16.58,161639.17,0
688365.SH,2022-11-21,9.09,9.17,8.95,9.13,18946.91,0
002193.SZ,2022-11-22,6.41,6.42,6.12,6.13,149575.71,1
002633.SZ,2022-11-22,10.22,10.38,10.04,10.17,16083.01,1
600243.SH,2022-11-22,4.53,4.56,4.48,4.52,187724.91,1
603825.SH,2022-11-22,16.34,16.42,15.75,15.97,131032.93,1
688365.SH,2022-11-22,9.1,9.15,8.78,8.83,19960.88,1
002193.SZ,2022-11-23,6.15,6.18,5.96,6.07,107642.88,2
002633.SZ,2022-11-23,10.16,10.25,9.9,10.14,21356.0,2
600243.SH,2022-11-23,4.51,4.54,4.36,4.53,230628.92,2
603825.SH,2022-11-23,15.88,15.94,15.33,15.51,88606.36,2
