tic,time,open,high,low,close,volume,day
600243.SH,2022-01-12,4.63,4.66,4.58,4.62,42522.0,2
603825.SH,2022-01-12,23.88,24.66,23.4,24.26,171501.0,2
688365.SH,2022-01-12,14.15,14.46,13.99,14.41,20465.55,2
002193.SZ,2022-01-13,6.54,6.65,6.48,6.58,30276.23,3
002633.SZ,2022-01-13,10.05,10.18,9.28,9.75,93390.23,3
600243.SH,2022-01-13,4.62,4.62,4.55,4.58,43230.0,3
603825.SH,2022-01-13,24.15,25.71,24.0,24.8,211545.94,3
688365.SH,2022-01-13,14.5,14.68,14.31,14.52,20233.5,3
002193.SZ,2022-01-14,6.58,6.58,6.32,6.33,36899.12,4
002633.SZ,2022-01-14,9.6,9.64,8.99,9.1,69360.42,4
600243.SH,2022-01-14,4.55,4.61,4.5,4.53,57233.01,4
603825.SH,2022-01-14,24.21,27.28,24.21,26.53,295725.17,4
688365.SH,2022-01-14,14.52,14.9,14.32,14.67,28080.0,4
002193.SZ,2022-01-17,6.33,6.62,6.3,6.59,36174.01,0
002633.SZ,2022-01-17,9.07,9.14,8.92,9.01,40014.7,0
600243.SH,2022-01-17,4.49,4.58,4.49,4.54,30998.0,0
603825.SH,2022-01-17,28.0,28.55,26.77,27.73,287703.95,0
688365.SH,2022-01-17,14.72,15.34,14.7,15.26,47023.95,0
002193.SZ,2022-01-18,6.55,6.65,6.18,6.22,58408.74,1
002633.SZ,2022-01-18,9.0,9.0,8.45,8.48,42012.02,1
600243.SH,2022-01-18,4.53,4.53,4.45,4.47,48793.01,1
603825.SH,2022-01-18,28.03,28.85,27.23,28.7,227229.72,1
688365.SH,2022-01-18,15.35,15.44,14.75,14.84,38437.9,1
002193.SZ,2022-01-19,6.2,6.47,6.18,6.34,34272.89,2
002633.SZ,2022-01-19,8.48,8.73,8.48,8.71,27366.17,2
600243.SH,2022-01-19,4.47,4.54,4.4,4.53,60876.0,2
603825.SH,2022-01-19,27.29,27.75,25.83,25.83,189549.4,2
688365.SH,2022-01-19,14.84,15.12,14.7,15.06,25609.25,2
002193.SZ,2022-01-20,6.33,6.43,6.12,6.15,29054.27,3
002633.SZ,2022-01-20,8.7,8.7,8.16,8.21,29446.0,3
600243.SH,2022-01-20,4.53,4.53,4.35,4.4,76911.0,3
603825.SH,2022-01-20,25.99,26.16,24.5,25.12,149342.72,3
688365.SH,2022-01-20,15.06,15.06,14.52,14.55,25272.2,3
002193.SZ,2022-01-21,6.14,6.23,6.06,6.11,16572.14,4
002633.SZ,2022-01-21,8.24,8.46,8.12,8.31,22830.0,4
600243.SH,2022-01-21,4.35,4.4,4.29,4.3,44867.0,4
603825.SH,2022-01-21,24.55,25.17,23.02,23.27,157837.0,4
688365.SH,2022-01-21,14.5,15.48,14.44,15.1,49620.82,4
002193.SZ,2022-01-24,6.08,6.14,5.8,5.97,25829.27,0
002633.SZ,2022-01-24,8.25,8.5,8.18,8.39,13878.83,0
600243.SH,2022-01-24,4.29,4.31,4.17,4.21,49121.0,0
603825.SH,2022-01-24,23.27,24.35,23.14,23.77,114158.15,0
688365.SH,2022-01-24,14.94,15.55,14.88,14.9,32047.3,0
002193.SZ,2022-01-25,5.99,6.05,5.65,5.66,23750.15,1
002633.SZ,2022-01-25,8.29,8.49,8.01,8.01,19662.0,1
600243.SH,2022-01-25,4.18,4.2,3.97,3.98,59184.0,1
603825.SH,2022-01-25,23.72,24.05,21.95,22.06,102367.2,1
688365.SH,2022-01-25,14.8,15.04,13.77,13.78,34012.63,1
002193.SZ,2022-01-26,5.66,5.83,5.66,5.79,16744.01,2
002633.SZ,2022-01-26,8.08,8.81,8.06,8.81,47663.84,2
600243.SH,2022-01-26,3.98,4.12,3.97,4.07,48122.65,2
603825.SH,2022-01-26,22.1,22.47,21.26,21.88,78900.75,2
688365.SH,2022-01-26,13.98,14.34,13.51,13.79,23658.15,2
002193.SZ,2022-01-27,5.81,5.87,5.66,5.67,22122.0,3
002633.SZ,2022-01-27,8.75,8.75,8.3,8.31,44625.02,3
600243.SH,2022-01-27,4.1,4.1,3.91,3.94,39781.0,3
603825.SH,2022-01-27,21.8,21.92,20.76,21.03,72501.15,3
688365.SH,2022-01-27,14.07,14.07,12.61,12.65,33580.25,3
002193.SZ,2022-01-28,5.76,6.03,5.63,5.92,30702.24,4
002633.SZ,2022-01-28,8.46,9.1,8.3,8.61,41861.0,4
600243.SH,2022-01-28,4.0,4.07,3.93,4.03,36420.0,4
603825.SH,2022-01-28,21.51,21.73,20.57,20.66,61350.8,4
688365.SH,2022-01-28,12.59,13.1,12.59,12.79,17711.22,4
002193.SZ,2022-02-07,6.0,6.08,5.8,5.95,16996.0,0
002633.SZ,2022-02-07,8.75,8.81,7.76,8.71,42621.01,0
600243.SH,2022-02-07,4.08,4.13,3.97,4.09,35782.0,0
603825.SH,2022-02-07,21.24,21.27,19.9,20.11,76920.28,0
688365.SH,2022-02-07,12.85,13.04,12.35,12.5,18710.3,0
002193.SZ,2022-02-08,5.97,6.1,5.88,6.08,18451.0,1
002633.SZ,2022-02-08,8.73,8.92,8.49,8.86,37414.01,1
600243.SH,2022-02-08,4.1,4.22,4.08,4.2,37362.3,1
603825.SH,2022-02-08,20.02,22.12,20.02,22.12,54425.4,1
688365.SH,2022-02-08,12.49,13.06,12.21,12.96,22163.22,1
002193.SZ,2022-02-09,6.1,6.17,5.98,6.09,24580.92,2
002633.SZ,2022-02-09,8.88,8.93,8.55,8.77,43890.0,2
600243.SH,2022-02-09,4.23,4.27,4.18,4.23,34940.3,2
603825.SH,2022-02-09,24.33,24.33,24.33,24.33,16539.4,2
688365.SH,2022-02-09,12.95,13.36,12.91,13.03,18689.2,2
002193.SZ,2022-02-10,6.15,6.15,5.84,5.96,32204.66,3
002633.SZ,2022-02-10,8.77,8.89,8.53,8.71,22924.01,3
600243.SH,2022-02-10,4.29,4.29,4.15,4.16,33465.0,3
603825.SH,2022-02-10,26.76,26.76,26.76,26.76,29511.0,3
688365.SH,2022-02-10,13.07,13.11,12.81,12.95,13783.9,3
002193.SZ,2022-02-11,5.96,5.98,5.73,5.78,24340.67,4
002633.SZ,2022-02-11,8.69,8.75,8.39,8.42,27623.0,4
600243.SH,2022-02-11,4.12,4.17,4.04,4.06,30191.0,4
603825.SH,2022-02-11,29.44,29.44,25.75,26.32,472738.39,4
688365.SH,2022-02-11,12.96,12.96,12.4,12.5,22612.89,4
002193.SZ,2022-02-14,5.74,5.89,5.73,5.8,22913.01,0
002633.SZ,2022-02-14,8.45,9.0,8.35,8.74,23302.0,0
600243.SH,2022-02-14,4.05,4.17,4.04,4.13,51865.0,0
603825.SH,2022-02-14,25.9,26.29,23.69,23.8,318070.09,0
688365.SH,2022-02-14,12.41,12.59,12.0,12.23,22153.6,0
002193.SZ,2022-02-15,5.81,5.81,5.6,5.72,23983.0,1
002633.SZ,2022-02-15,8.74,8.95,8.55,8.9,33665.0,1
600243.SH,2022-02-15,4.13,4.15,3.98,4.06,53563.0,1
603825.SH,2022-02-15,23.69,23.85,22.2,22.43,209528.85,1
688365.SH,2022-02-15,12.2,12.48,12.07,12.11,17695.59,1
002193.SZ,2022-02-16,5.72,5.91,5.69,5.9,33655.67,2
002633.SZ,2022-02-16,8.94,9.79,8.8,9.53,137217.81,2
600243.SH,2022-02-16,4.06,4.47,4.05,4.47,150041.57,2
603825.SH,2022-02-16,22.79,23.1,21.85,22.04,168456.83,2
688365.SH,2022-02-16,12.11,12.38,12.03,12.17,18948.23,2
002193.SZ,2022-02-17,5.89,6.06,5.88,5.91,25025.0,3
002633.SZ,2022-02-17,9.41,9.49,9.03,9.03,108285.01,3
600243.SH,2022-02-17,4.5,4.92,4.48,4.58,607447.25,3
603825.SH,2022-02-17,21.66,22.45,21.35,21.77,147353.0,3
688365.SH,2022-02-17,12.1,12.32,12.07,12.12,19925.48,3
002193.SZ,2022-02-18,5.84,6.05,5.8,6.03,20431.65,4
002633.SZ,2022-02-18,9.08,9.34,9.07,9.12,44825.0,4
600243.SH,2022-02-18,4.32,4.52,4.26,4.52,366591.3,4
603825.SH,2022-02-18,22.22,23.39,22.21,23.12,249051.47,4
688365.SH,2022-02-18,12.12,12.44,12.06,12.43,20841.93,4
002193.SZ,2022-02-21,6.03,6.12,6.0,6.11,16302.65,0
002633.SZ,2022-02-21,9.21,9.47,9.18,9.32,32161.01,0
600243.SH,2022-02-21,4.47,4.49,4.39,4.42,238268.95,0
603825.SH,2022-02-21,23.6,25.33,23.02,24.14,347330.73,0
688365.SH,2022-02-21,12.48,13.17,12.47,12.9,35899.83,0
002193.SZ,2022-02-22,6.06,6.13,5.91,6.02,24337.0,1
002633.SZ,2022-02-22,9.23,9.35,9.13,9.18,19551.0,1
600243.SH,2022-02-22,4.38,4.53,4.33,4.4,225236.0,1
603825.SH,2022-02-22,23.65,23.68,21.73,22.16,341611.5,1
688365.SH,2022-02-22,12.87,12.9,12.52,12.6,15244.84,1
002193.SZ,2022-02-23,6.01,6.07,5.91,5.98,30084.0,2
002633.SZ,2022-02-23,9.17,9.26,9.01,9.05,21559.0,2
600243.SH,2022-02-23,4.37,4.39,4.31,4.35,171654.51,2
603825.SH,2022-02-23,22.06,22.15,21.28,21.44,197731.15,2
688365.SH,2022-02-23,12.61,12.84,12.48,12.8,15123.86,2
002193.SZ,2022-02-24,5.96,6.04,5.7,5.75,39514.0,3
002633.SZ,2022-02-24,9.01,9.1,8.53,8.72,24787.0,3
600243.SH,2022-02-24,4.36,4.79,4.34,4.67,672534.21,3
603825.SH,2022-02-24,21.0,21.13,19.31,19.84,230031.01,3
688365.SH,2022-02-24,12.75,12.78,12.06,12.23,26020.22,3
002193.SZ,2022-02-25,5.77,6.04,5.77,5.87,27554.0,4
002633.SZ,2022-02-25,9.0,9.09,8.66,8.93,29606.01,4
600243.SH,2022-02-25,4.61,5.12,4.55,4.99,752801.21,4
603825.SH,2022-02-25,19.9,20.29,19.71,19.89,126741.0,4
688365.SH,2022-02-25,12.3,12.5,12.17,12.25,14002.6,4
002193.SZ,2022-02-28,5.84,5.86,5.68,5.79,24868.0,0
002633.SZ,2022-02-28,9.05,9.05,8.53,8.93,18942.0,0
600243.SH,2022-02-28,4.84,5.08,4.61,4.86,456670.57,0
603825.SH,2022-02-28,20.18,21.88,19.57,21.58,305600.27,0
688365.SH,2022-02-28,12.28,12.35,11.9,12.29,17644.48,0
002193.SZ,2022-03-01,5.79,5.94,5.75,5.92,25071.0,1
002633.SZ,2022-03-01,8.94,9.07,8.88,9.07,12937.0,1
600243.SH,2022-03-01,4.8,4.92,4.66,4.7,318061.0,1
603825.SH,2022-03-01,21.03,21.08,20.35,20.52,245900.99,1
688365.SH,2022-03-01,12.45,12.45,12.2,12.34,11641.73,1
002193.SZ,2022-03-02,5.77,6.02,5.77,5.99,36830.58,2
002633.SZ,2022-03-02,9.09,9.4,8.93,9.34,27532.02,2
600243.SH,2022-03-02,4.64,4.77,4.62,4.7,211826.0,2
603825.SH,2022-03-02,20.1,20.71,20.01,20.24,114309.0,2
688365.SH,2022-03-02,12.2,12.35,12.11,12.21,9898.32,2
002193.SZ,2022-03-03,6.04,6.06,5.93,5.97,24548.0,3
002633.SZ,2022-03-03,9.3,9.39,9.22,9.26,18858.02,3
600243.SH,2022-03-03,4.73,4.88,4.65,4.75,257506.1,3
603825.SH,2022-03-03,20.28,20.42,19.88,20.04,110339.0,3
688365.SH,2022-03-03,12.27,12.35,12.11,12.2,12333.54,3
002193.SZ,2022-03-04,5.94,6.0,5.87,5.9,29443.0,4
002633.SZ,2022-03-04,9.15,9.26,8.96,9.04,17005.0,4
600243.SH,2022-03-04,4.75,4.83,4.55,4.65,237211.0,4
603825.SH,2022-03-04,19.87,20.63,19.7,20.5,150680.8,4
688365.SH,2022-03-04,12.39,12.39,12.1,12.14,16030.48,4
002193.SZ,2022-03-07,5.93,6.01,5.83,5.94,28032.54,0
002633.SZ,2022-03-07,9.1,9.12,8.87,8.98,12455.01,0
600243.SH,2022-03-07,4.66,4.67,4.49,4.5,192823.0,0
603825.SH,2022-03-07,20.1,20.28,19.29,19.35,109495.3,0
688365.SH,2022-03-07,12.16,12.29,11.93,12.16,17094.15,0
002193.SZ,2022-03-08,5.9,5.92,5.69,5.71,36453.67,1
002633.SZ,2022-03-08,8.97,9.39,8.66,8.82,22532.0,1
600243.SH,2022-03-08,4.52,4.55,4.2,4.2,212976.0,1
603825.SH,2022-03-08,19.3,19.55,18.56,18.62,105787.0,1
688365.SH,2022-03-08,12.12,12.2,11.66,11.66,21170.41,1
002193.SZ,2022-03-09,5.72,5.79,5.32,5.53,28666.0,2
002633.SZ,2022-03-09,8.82,9.01,7.97,8.63,21225.01,2
600243.SH,2022-03-09,4.22,4.33,4.04,4.21,191995.0,2
603825.SH,2022-03-09,18.62,18.78,17.18,18.29,126943.19,2
688365.SH,2022-03-09,11.72,11.85,10.98,11.32,24379.09,2
002193.SZ,2022-03-10,5.55,5.78,5.55,5.66,20768.89,3
002633.SZ,2022-03-10,8.72,8.97,8.72,8.84,15549.01,3
600243.SH,2022-03-10,4.29,4.31,4.17,4.21,142672.21,3
603825.SH,2022-03-10,18.7,19.08,18.32,18.47,101198.71,3
688365.SH,2022-03-10,11.51,11.72,11.31,11.46,12164.48,3
002193.SZ,2022-03-11,5.66,5.81,5.52,5.79,21505.01,4
002633.SZ,2022-03-11,8.83,8.97,8.53,8.88,15444.0,4
600243.SH,2022-03-11,4.16,4.27,4.09,4.27,93325.0,4
603825.SH,2022-03-11,18.11,18.74,17.89,18.55,100146.54,4
688365.SH,2022-03-11,11.41,11.63,11.09,11.63,18501.45,4
002193.SZ,2022-03-14,5.76,5.85,5.68,5.68,23079.0,0
002633.SZ,2022-03-14,8.8,9.08,8.74,8.75,21084.0,0
600243.SH,2022-03-14,4.19,4.39,4.16,4.23,117067.01,0
603825.SH,2022-03-14,18.38,18.5,17.88,17.88,66779.0,0
688365.SH,2022-03-14,11.63,11.63,11.16,11.21,13526.93,0
002193.SZ,2022-03-15,5.68,5.76,5.35,5.35,28402.0,1
002633.SZ,2022-03-15,8.61,9.06,8.55,8.55,24235.0,1
600243.SH,2022-03-15,4.17,4.33,4.0,4.01,144318.01,1
603825.SH,2022-03-15,17.87,18.1,17.15,17.17,82231.0,1
688365.SH,2022-03-15,11.15,11.34,10.78,10.78,16143.29,1
002193.SZ,2022-03-16,5.4,5.67,5.37,5.64,28129.52,2
002633.SZ,2022-03-16,8.55,9.21,8.51,9.14,34247.89,2
600243.SH,2022-03-16,4.03,4.11,3.92,4.09,138077.0,2
603825.SH,2022-03-16,17.44,17.76,16.7,17.65,84064.48,2
688365.SH,2022-03-16,11.07,11.09,10.45,10.93,24909.39,2
002193.SZ,2022-03-17,5.68,5.89,5.66,5.79,25776.17,3
002633.SZ,2022-03-17,9.25,9.39,9.04,9.27,51368.0,3
600243.SH,2022-03-17,4.11,4.23,4.08,4.11,130616.0,3
603825.SH,2022-03-17,17.76,18.39,17.7,17.98,92954.96,3
688365.SH,2022-03-17,11.14,11.41,11.11,11.24,26061.15,3
002193.SZ,2022-03-18,5.79,6.02,5.78,5.99,24654.67,4
002633.SZ,2022-03-18,9.3,10.2,9.24,10.2,103497.45,4
600243.SH,2022-03-18,4.03,4.2,4.03,4.18,127008.0,4
603825.SH,2022-03-18,17.89,18.09,17.66,17.81,64219.6,4
688365.SH,2022-03-18,11.31,11.31,11.09,11.25,15695.97,4
002193.SZ,2022-03-21,5.99,6.59,5.99,6.59,41105.84,0
002633.SZ,2022-03-21,10.38,10.93,9.82,10.47,167251.23,0
600243.SH,2022-03-21,4.19,4.42,4.1,4.29,155492.0,0
603825.SH,2022-03-21,17.81,18.03,17.47,17.91,70854.15,0
688365.SH,2022-03-21,11.43,11.43,11.02,11.09,13858.41,0
002193.SZ,2022-03-22,7.25,7.25,7.25,7.25,22107.0,1
002633.SZ,2022-03-22,10.14,10.35,9.88,9.99,77607.04,1
600243.SH,2022-03-22,4.23,4.4,4.2,4.26,137939.0,1
603825.SH,2022-03-22,17.87,18.71,17.55,18.69,125846.0,1
688365.SH,2022-03-22,11.13,11.13,10.89,10.98,14623.97,1
002193.SZ,2022-03-23,7.5,7.5,6.58,6.99,209684.5,2
002633.SZ,2022-03-23,10.03,10.28,9.78,9.8,53607.2,2
600243.SH,2022-03-23,4.24,4.31,4.17,4.18,126474.1,2
603825.SH,2022-03-23,18.4,20.56,18.15,19.32,258590.36,2
688365.SH,2022-03-23,11.11,11.22,10.92,11.05,15848.46,2
002193.SZ,2022-03-24,6.8,6.81,6.42,6.51,107983.27,3
002633.SZ,2022-03-24,9.81,9.87,9.41,9.44,41540.0,3
600243.SH,2022-03-24,4.16,4.17,4.07,4.08,84285.0,3
603825.SH,2022-03-24,18.48,18.8,17.91,18.12,193153.88,3
688365.SH,2022-03-24,11.01,11.01,10.64,10.72,17743.15,3
002193.SZ,2022-03-25,6.75,7.16,6.75,7.16,175107.25,4
002633.SZ,2022-03-25,9.5,9.67,9.41,9.53,38841.0,4
600243.SH,2022-03-25,4.08,4.18,4.06,4.07,77827.0,4
603825.SH,2022-03-25,18.28,19.25,18.28,18.84,202702.77,4
688365.SH,2022-03-25,10.72,10.9,10.51,10.7,13405.88,4
002193.SZ,2022-03-28,7.87,7.88,7.6,7.88,275437.65,0
002633.SZ,2022-03-28,9.55,9.66,9.3,9.52,26622.01,0
600243.SH,2022-03-28,4.07,4.12,3.98,4.05,84128.0,0
603825.SH,2022-03-28,19.08,19.83,18.8,19.4,214934.26,0
688365.SH,2022-03-28,10.75,10.75,10.4,10.7,11882.84,0
002193.SZ,2022-03-29,7.15,7.5,7.09,7.09,225999.55,1
002633.SZ,2022-03-29,9.52,9.61,9.15,9.4,26725.0,1
600243.SH,2022-03-29,4.06,4.08,3.93,3.96,99774.0,1
603825.SH,2022-03-29,19.24,19.64,18.81,19.26,153004.92,1
688365.SH,2022-03-29,10.6,10.72,10.32,10.35,14622.88,1
002193.SZ,2022-03-30,6.49,6.75,6.38,6.59,269016.97,2
002633.SZ,2022-03-30,9.37,9.4,9.15,9.23,23110.0,2
600243.SH,2022-03-30,3.96,4.01,3.93,3.99,78867.0,2
603825.SH,2022-03-30,19.27,19.35,18.74,19.07,121307.75,2
688365.SH,2022-03-30,10.5,10.59,10.3,10.59,13245.76,2
002193.SZ,2022-03-31,6.36,6.54,6.32,6.43,171097.16,3
002633.SZ,2022-03-31,9.2,9.43,9.09,9.36,24185.0,3
600243.SH,2022-03-31,3.98,4.03,3.94,3.96,68535.0,3
603825.SH,2022-03-31,19.0,19.54,18.78,19.4,153533.8,3
688365.SH,2022-03-31,10.53,10.76,10.5,10.63,15823.95,3
002193.SZ,2022-04-01,6.33,6.54,6.18,6.5,163160.21,4
002633.SZ,2022-04-01,9.37,9.39,8.9,9.2,25072.0,4
600243.SH,2022-04-01,3.94,3.95,3.85,3.88,101228.0,4
603825.SH,2022-04-01,19.26,20.21,18.93,19.99,212219.82,4
688365.SH,2022-04-01,10.68,10.68,10.37,10.54,20679.78,4
002193.SZ,2022-04-06,6.39,6.5,6.34,6.42,104817.36,2
002633.SZ,2022-04-06,9.25,9.54,8.62,9.51,32707.0,2
600243.SH,2022-04-06,3.88,4.03,3.87,3.99,105096.0,2
603825.SH,2022-04-06,20.28,20.85,19.6,19.85,212827.0,2
688365.SH,2022-04-06,10.54,10.87,10.51,10.75,16386.66,2
002193.SZ,2022-04-07,6.23,6.27,5.91,5.93,126518.71,3
002633.SZ,2022-04-07,9.44,9.51,9.09,9.12,26862.0,3
600243.SH,2022-04-07,3.98,4.01,3.89,3.9,76594.1,3
603825.SH,2022-04-07,19.62,20.27,19.32,19.8,138094.85,3
688365.SH,2022-04-07,10.78,10.78,10.4,10.43,14733.37,3
002193.SZ,2022-04-08,5.98,6.12,5.8,5.83,91543.33,4
002633.SZ,2022-04-08,9.2,9.21,8.78,8.82,24960.0,4
600243.SH,2022-04-08,3.87,4.29,3.78,4.29,530080.23,4
603825.SH,2022-04-08,19.75,19.8,18.45,18.61,146684.36,4
688365.SH,2022-04-08,10.36,10.64,9.95,10.02,16258.79,4
002193.SZ,2022-04-11,5.84,5.88,5.65,5.65,69544.22,0
002633.SZ,2022-04-11,8.82,8.93,8.33,8.41,24837.01,0
600243.SH,2022-04-11,4.19,4.4,4.1,4.32,474005.22,0
603825.SH,2022-04-11,18.2,18.3,17.43,17.61,113906.27,0
688365.SH,2022-04-11,10.04,10.06,9.5,9.68,16496.06,0
002193.SZ,2022-04-12,5.69,5.83,5.64,5.8,56615.06,1
002633.SZ,2022-04-12,8.41,8.78,7.83,8.77,22656.0,1
600243.SH,2022-04-12,4.3,4.74,4.27,4.37,488061.01,1
603825.SH,2022-04-12,17.94,18.45,17.6,18.43,103729.44,1
688365.SH,2022-04-12,9.64,10.07,9.6,9.99,17371.45,1
002193.SZ,2022-04-13,5.82,5.91,5.71,5.8,63559.0,2
002633.SZ,2022-04-13,8.74,8.74,8.44,8.49,18531.0,2
600243.SH,2022-04-13,4.25,4.69,4.16,4.46,517634.0,2
603825.SH,2022-04-13,18.46,18.67,17.55,17.6,99368.56,2
688365.SH,2022-04-13,10.06,10.06,9.65,9.69,12768.59,2
002193.SZ,2022-04-14,5.79,5.9,5.75,5.81,38527.57,3
002633.SZ,2022-04-14,8.51,9.14,8.51,9.09,42032.0,3
600243.SH,2022-04-14,4.38,4.42,4.24,4.39,385011.03,3
603825.SH,2022-04-14,17.46,17.83,17.35,17.5,70677.74,3
688365.SH,2022-04-14,9.72,9.83,9.55,9.56,13601.29,3
002193.SZ,2022-04-15,5.79,5.79,5.65,5.69,41157.56,4
002633.SZ,2022-04-15,9.11,9.11,8.3,8.37,38589.02,4
600243.SH,2022-04-15,4.28,4.39,4.06,4.06,286421.0,4
603825.SH,2022-04-15,17.3,17.3,16.35,16.55,107065.01,4
688365.SH,2022-04-15,9.53,9.7,9.03,9.18,15227.45,4
002193.SZ,2022-04-18,5.66,5.76,5.55,5.72,29320.27,0
002633.SZ,2022-04-18,8.45,8.46,8.05,8.42,16411.59,0
600243.SH,2022-04-18,3.97,4.47,3.89,4.47,292360.39,0
